,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
976,LAC,LAC @ DAL,03/17/2021,,L,240,89,37,88,42.0,9,32,28.1,6,11,54.5,8,29,37,22,12,3,13,15,-16
977,DAL,DAL vs. LAC,03/17/2021,,W,240,105,40,79,50.6,15,34,44.1,10,12,83.3,6,37,43,14,7,7,18,16,16
978,BKN,BKN @ IND,03/17/2021,,W,240,124,42,87,48.3,9,27,33.3,31,40,77.5,15,35,50,22,10,2,18,20,9
979,IND,IND vs. BKN,03/17/2021,,L,240,115,43,84,51.2,9,32,28.1,20,25,80.0,4,30,34,29,10,3,16,28,-9
980,DET,DET vs. TOR,03/17/2021,,W,240,116,38,75,50.7,12,29,41.4,28,32,87.5,13,41,54,23,8,5,21,30,4
981,TOR,TOR @ DET,03/17/2021,,L,240,112,37,86,43.0,12,40,30.0,26,34,76.5,10,20,30,27,7,6,9,26,-4
982,CLE,CLE vs. BOS,03/17/2021,,W,240,117,40,74,54.1,10,23,43.5,27,33,81.8,7,33,40,23,6,3,17,17,7
983,BOS,BOS @ CLE,03/17/2021,,L,240,110,40,88,45.5,10,38,26.3,20,29,69.0,15,25,40,19,10,9,12,27,-7
984,GSW,GSW @ HOU,03/17/2021,,W,240,108,41,90,45.6,16,45,35.6,10,12,83.3,6,42,48,32,7,4,13,26,14
985,HOU,HOU vs. GSW,03/17/2021,,L,240,94,33,80,41.3,7,27,25.9,21,40,52.5,8,40,48,19,7,3,16,15,-14
986,CHI,CHI vs. SAS,03/17/2021,,L,240,99,40,91,44.0,11,33,33.3,8,9,88.9,14,37,51,24,6,3,17,22,-7
987,SAS,SAS @ CHI,03/17/2021,,W,240,106,38,89,42.7,8,31,25.8,22,30,73.3,13,33,46,19,5,6,9,8,7
988,PHI,PHI vs. MIL,03/17/2021,,L,265,105,43,109,39.4,14,41,34.1,5,8,62.5,13,46,59,28,14,7,20,23,-4
989,MIL,MIL @ PHI,03/17/2021,,W,265,109,41,101,40.6,9,39,23.1,18,24,75.0,12,46,58,22,11,1,22,11,4
990,POR,POR vs. NOP,03/16/2021,,W,240,125,38,73,52.1,18,43,41.9,31,31,100,4,28,32,20,8,8,17,19,1
991,NOP,NOP @ POR,03/16/2021,,L,240,124,46,88,52.3,16,33,48.5,16,20,80.0,10,31,41,38,8,3,16,24,-1
992,CLE,CLE @ MIA,03/16/2021,,L,240,98,39,86,45.3,10,35,28.6,10,14,71.4,15,27,42,23,7,6,14,19,-15
993,MIA,MIA vs. CLE,03/16/2021,,W,240,113,42,85,49.4,10,27,37.0,19,21,90.5,16,32,48,30,11,5,15,18,15
994,HOU,HOU vs. ATL,03/16/2021,,L,240,107,42,88,47.7,13,34,38.2,10,13,76.9,10,27,37,27,6,6,13,19,-12
995,ATL,ATL @ HOU,03/16/2021,,W,240,119,44,86,51.2,17,37,45.9,14,16,87.5,9,29,38,32,8,6,12,18,12
996,UTA,UTA @ BOS,03/16/2021,,W,240,117,38,80,47.5,19,43,44.2,22,24,91.7,10,28,38,23,6,6,17,18,8
997,BOS,BOS vs. UTA,03/16/2021,,L,240,109,48,98,49.0,10,29,34.5,3,4,75.0,16,29,45,28,8,5,14,18,-8
998,CHI,CHI vs. OKC,03/16/2021,,W,240,123,48,94,51.1,12,36,33.3,15,18,83.3,12,30,42,24,8,4,12,17,21
999,OKC,OKC @ CHI,03/16/2021,,L,240,102,42,90,46.7,7,20,35.0,11,13,84.6,13,30,43,16,9,9,17,15,-21
1000,MIN,MIN @ LAL,03/16/2021,,L,240,121,47,90,52.2,11,35,31.4,16,22,72.7,8,26,34,28,9,6,12,21,-16
1001,LAL,LAL vs. MIN,03/16/2021,,W,240,137,50,87,57.5,13,26,50.0,24,28,85.7,10,33,43,37,3,3,14,16,16
1002,PHI,PHI vs. NYK,03/16/2021,,W,240,99,37,90,41.1,11,32,34.4,14,19,73.7,12,38,50,19,8,10,12,22,3
1003,NYK,NYK @ PHI,03/16/2021,,L,240,96,37,84,44.0,8,24,33.3,14,22,63.6,9,38,47,19,7,5,13,23,-3
1004,WAS,WAS vs. MIL,03/15/2021,,L,240,122,44,87,50.6,16,38,42.1,18,24,75.0,2,31,33,34,5,1,14,18,-11
1005,MIL,MIL @ WAS,03/15/2021,,W,240,133,52,94,55.3,11,28,39.3,18,19,94.7,9,37,46,29,6,5,16,20,11
1006,CHA,CHA vs. SAC,03/15/2021,,W,240,122,45,94,47.9,12,30,40.0,20,25,80.0,10,36,46,30,7,3,9,15,6
1007,SAC,SAC @ CHA,03/15/2021,,L,240,116,48,86,55.8,9,31,29.0,11,17,64.7,4,40,44,28,7,6,12,19,-6
1008,IND,IND @ DEN,03/15/2021,,L,240,106,39,90,43.3,17,42,40.5,11,13,84.6,10,29,39,28,8,9,12,13,-15
1009,DEN,DEN vs. IND,03/15/2021,,W,240,121,45,97,46.4,15,28,53.6,16,19,84.2,17,37,54,32,7,7,10,15,15
1010,DAL,DAL vs. LAC,03/15/2021,,L,240,99,39,79,49.4,17,41,41.5,4,5,80.0,4,29,33,24,8,4,15,16,-10
1011,LAC,LAC @ DAL,03/15/2021,,W,240,109,43,86,50.0,14,32,43.8,9,11,81.8,9,37,46,23,10,0,9,12,10
1012,DET,DET vs. SAS,03/15/2021,,L,240,99,39,83,47.0,7,25,28.0,14,25,56.0,8,26,34,22,9,5,10,9,-10
1013,SAS,SAS @ DET,03/15/2021,,W,240,109,47,83,56.6,12,25,48.0,3,5,60.0,10,35,45,29,3,9,22,23,10
1014,NYK,NYK @ BKN,03/15/2021,,L,240,112,37,92,40.2,15,42,35.7,23,27,85.2,13,27,40,16,9,2,9,22,-5
1015,BKN,BKN vs. NYK,03/15/2021,,W,240,117,44,76,57.9,12,29,41.4,17,22,77.3,3,38,41,29,3,6,15,19,5
1016,MEM,MEM @ PHX,03/15/2021,,L,240,99,38,87,43.7,5,23,21.7,18,26,69.2,10,29,39,15,11,0,11,17,-23
1017,PHX,PHX vs. MEM,03/15/2021,,W,240,122,47,83,56.6,12,30,40.0,16,18,88.9,5,37,42,28,7,5,15,19,23
1018,GSW,GSW vs. LAL,03/15/2021,,L,240,97,34,79,43.0,13,37,35.1,16,24,66.7,9,21,30,24,9,2,22,23,-31
1019,LAL,LAL @ GSW,03/15/2021,,W,240,128,49,78,62.8,11,27,40.7,19,25,76.0,7,39,46,36,9,3,19,25,31
1020,NOP,NOP vs. LAC,03/14/2021,,W,240,135,53,81,65.4,12,26,46.2,17,21,81.0,4,36,40,38,8,1,19,16,20
1021,LAC,LAC @ NOP,03/14/2021,,L,240,115,42,92,45.7,15,43,34.9,16,19,84.2,9,23,32,23,12,2,12,17,-20
1022,MEM,MEM @ OKC,03/14/2021,,L,240,122,47,92,51.1,7,22,31.8,21,29,72.4,11,21,32,27,13,3,7,21,-6
1023,OKC,OKC vs. MEM,03/14/2021,,W,240,128,42,73,57.5,16,31,51.6,28,34,82.4,8,38,46,26,7,4,25,20,6
1024,POR,POR @ MIN,03/14/2021,,L,240,112,39,89,43.8,17,45,37.8,17,21,81.0,9,33,42,22,6,3,12,29,-2
1025,MIN,MIN vs. POR,03/14/2021,,W,240,114,36,73,49.3,13,38,34.2,29,39,74.4,5,40,45,24,6,4,12,22,2
1026,CLE,CLE @ ATL,03/14/2021,,L,240,82,31,81,38.3,8,30,26.7,12,23,52.2,14,20,34,19,4,5,13,18,-18
1027,ATL,ATL vs. CLE,03/14/2021,,W,240,100,32,71,45.1,12,29,41.4,24,26,92.3,12,37,49,21,4,6,21,21,18
1028,BOS,BOS @ HOU,03/14/2021,,W,240,134,51,92,55.4,18,37,48.6,14,21,66.7,10,45,55,29,8,3,14,22,27
1029,HOU,HOU vs. BOS,03/14/2021,,L,240,107,35,91,38.5,16,50,32.0,21,31,67.7,10,27,37,23,8,5,11,19,-27
1030,MIA,MIA @ ORL,03/14/2021,,W,240,102,37,89,41.6,14,50,28.0,14,15,93.3,10,33,43,28,15,6,11,17,5
1031,ORL,ORL vs. MIA,03/14/2021,,L,240,97,33,75,44.0,16,40,40.0,15,21,71.4,8,37,45,25,4,1,23,18,-5
1032,TOR,TOR @ CHI,03/14/2021,,L,240,95,34,90,37.8,12,45,26.7,15,21,71.4,7,31,38,23,5,7,12,22,-23
1033,CHI,CHI vs. TOR,03/14/2021,,W,240,118,44,97,45.4,12,44,27.3,18,23,78.3,14,46,60,35,6,7,12,20,23
1034,GSW,GSW vs. UTA,03/14/2021,,W,240,131,50,89,56.2,16,31,51.6,15,18,83.3,5,35,40,33,12,2,14,26,12
1035,UTA,UTA @ GSW,03/14/2021,,L,240,119,41,93,44.1,15,44,34.1,22,29,75.9,18,33,51,24,6,6,14,16,-12
1036,PHI,PHI vs. SAS,03/14/2021,,W,240,134,56,98,57.1,15,29,51.7,7,11,63.6,13,41,54,35,7,7,11,27,35
1037,SAS,SAS @ PHI,03/14/2021,,L,240,99,36,85,42.4,4,21,19.0,23,31,74.2,10,22,32,20,8,10,9,13,-35
1038,OKC,OKC vs. NYK,03/13/2021,,L,240,97,37,76,48.7,8,32,25.0,15,21,71.4,5,35,40,22,3,4,18,18,-22
1039,NYK,NYK @ OKC,03/13/2021,,W,240,119,44,90,48.9,14,35,40.0,17,22,77.3,11,33,44,23,12,2,11,20,22
1040,WAS,WAS vs. MIL,03/13/2021,,L,240,119,43,94,45.7,16,41,39.0,17,22,77.3,6,35,41,25,9,2,15,20,-6
1041,MIL,MIL @ WAS,03/13/2021,,W,240,125,43,99,43.4,17,45,37.8,22,25,88.0,13,44,57,33,9,3,18,19,6
1042,TOR,TOR @ CHA,03/13/2021,,L,240,104,37,96,38.5,15,46,32.6,15,18,83.3,13,34,47,25,10,6,16,16,-10
1043,CHA,CHA vs. TOR,03/13/2021,,W,240,114,39,81,48.1,21,49,42.9,15,19,78.9,8,43,51,30,10,6,27,22,10
1044,POR,POR @ MIN,03/13/2021,,W,240,125,43,89,48.3,13,40,32.5,26,30,86.7,7,27,34,26,6,5,8,18,4
1045,MIN,MIN vs. POR,03/13/2021,,L,240,121,44,86,51.2,10,26,38.5,23,31,74.2,19,37,56,23,5,7,18,24,-4
1046,DEN,DEN vs. DAL,03/13/2021,,L,240,103,37,90,41.1,16,41,39.0,13,18,72.2,12,30,42,27,5,1,10,19,-13
1047,DAL,DAL @ DEN,03/13/2021,,W,240,116,42,86,48.8,18,46,39.1,14,16,87.5,11,37,48,26,5,3,8,19,13
1048,SAC,SAC @ ATL,03/13/2021,,L,240,106,43,98,43.9,7,36,19.4,13,16,81.3,22,25,47,27,5,1,13,26,-15
1049,ATL,ATL vs. SAC,03/13/2021,,W,240,121,43,84,51.2,12,33,36.4,23,33,69.7,13,32,45,21,6,2,9,17,15
1050,DET,DET @ BKN,03/13/2021,,L,240,95,36,89,40.4,8,32,25.0,15,20,75.0,12,34,46,26,10,8,13,16,-5
1051,BKN,BKN vs. DET,03/13/2021,,W,240,100,39,80,48.8,6,27,22.2,16,22,72.7,5,30,35,22,8,7,12,16,5
1052,IND,IND @ PHX,03/13/2021,,W,240,122,46,87,52.9,13,28,46.4,17,21,81.0,9,36,45,25,9,6,16,18,11
1053,PHX,PHX vs. IND,03/13/2021,,L,240,111,43,91,47.3,12,31,38.7,13,17,76.5,10,30,40,28,9,4,16,17,-11
1054,CLE,CLE @ NOP,03/12/2021,,L,240,82,30,88,34.1,7,32,21.9,15,20,75.0,5,28,33,13,8,9,7,18,-34
1055,NOP,NOP vs. CLE,03/12/2021,,W,240,116,47,101,46.5,6,24,25.0,16,19,84.2,19,51,70,25,2,7,14,18,34
1056,MEM,MEM vs. DEN,03/12/2021,,L,240,102,40,87,46.0,14,28,50.0,8,8,100,8,37,45,27,6,5,17,15,-1
1057,DEN,DEN @ MEM,03/12/2021,,W,240,103,41,92,44.6,13,37,35.1,8,11,72.7,9,36,45,27,10,5,12,10,1
1058,PHI,PHI @ WAS,03/12/2021,,W,240,127,49,90,54.4,11,21,52.4,18,18,100,10,39,49,26,13,6,17,19,26
1059,WAS,WAS vs. PHI,03/12/2021,,L,240,101,40,82,48.8,8,24,33.3,13,22,59.1,6,26,32,19,10,2,18,16,-26
1060,UTA,UTA vs. HOU,03/12/2021,,W,240,114,39,81,48.1,15,40,37.5,21,25,84.0,6,45,51,24,7,10,20,17,15
1061,HOU,HOU @ UTA,03/12/2021,,L,240,99,41,112,36.6,9,43,20.9,8,13,61.5,19,31,50,15,11,5,11,19,-15
1062,MIA,MIA @ CHI,03/12/2021,,W,240,101,37,80,46.3,12,35,34.3,15,20,75.0,1,40,41,26,11,6,10,13,11
1063,CHI,CHI vs. MIA,03/12/2021,,L,240,90,34,92,37.0,15,38,39.5,7,7,100,12,38,50,25,5,3,16,16,-11
1064,LAL,LAL vs. IND,03/12/2021,,W,240,105,34,76,44.7,7,22,31.8,30,39,76.9,6,38,44,20,10,5,15,20,5
1065,IND,IND @ LAL,03/12/2021,,L,240,100,37,88,42.0,8,36,22.2,18,21,85.7,10,34,44,22,7,4,16,27,-5
1066,SAS,SAS vs. ORL,03/12/2021,,W,240,104,40,89,44.9,10,29,34.5,14,18,77.8,7,38,45,24,8,5,11,15,27
1067,ORL,ORL @ SAS,03/12/2021,,L,240,77,29,80,36.3,10,38,26.3,9,12,75.0,9,37,46,17,3,4,20,16,-27
1068,MIN,MIN @ NOP,03/11/2021,,W,240,135,51,95,53.7,19,40,47.5,14,16,87.5,7,31,38,28,11,10,12,20,30
1069,NOP,NOP vs. MIN,03/11/2021,,L,240,105,43,100,43.0,6,32,18.8,13,24,54.2,19,32,51,28,7,6,18,18,-30
1070,OKC,OKC vs. DAL,03/11/2021,,W,240,116,41,91,45.1,16,32,50.0,18,20,90.0,16,39,55,25,2,6,9,24,8
1071,DAL,DAL @ OKC,03/11/2021,,L,240,108,35,82,42.7,15,34,44.1,23,33,69.7,6,31,37,20,4,9,6,22,-8
1072,ATL,ATL @ TOR,03/11/2021,,W,240,121,39,90,43.3,15,42,35.7,28,35,80.0,12,41,53,20,8,13,14,26,1
1073,TOR,TOR vs. ATL,03/11/2021,,L,240,120,42,96,43.8,17,37,45.9,19,23,82.6,13,37,50,23,8,4,14,25,-1
1074,CHA,CHA vs. DET,03/11/2021,,W,240,105,36,90,40.0,10,30,33.3,23,24,95.8,12,33,45,26,9,3,9,14,3
1075,DET,DET @ CHA,03/11/2021,,L,240,102,38,85,44.7,15,46,32.6,11,14,78.6,11,39,50,27,6,5,14,21,-3
1076,HOU,HOU @ SAC,03/11/2021,,L,240,105,41,99,41.4,11,45,24.4,12,17,70.6,10,34,44,24,7,6,13,22,-20
1077,SAC,SAC vs. HOU,03/11/2021,,W,240,125,45,92,48.9,11,33,33.3,24,28,85.7,8,45,53,25,11,5,15,19,20
1078,NYK,NYK @ MIL,03/11/2021,,L,240,101,37,88,42.0,13,37,35.1,14,21,66.7,10,28,38,19,3,5,15,19,-33
1079,MIL,MIL vs. NYK,03/11/2021,,W,240,134,50,87,57.5,18,38,47.4,16,17,94.1,5,38,43,29,9,9,12,18,33
1080,PHX,PHX @ POR,03/11/2021,,W,240,127,49,83,59.0,13,24,54.2,16,19,84.2,5,33,38,28,6,1,13,20,6
1081,POR,POR vs. PHX,03/11/2021,,L,240,121,43,94,45.7,18,43,41.9,17,19,89.5,15,26,41,26,8,2,11,18,-6
1082,MIA,MIA vs. ORL,03/11/2021,,W,240,111,41,91,45.1,16,49,32.7,13,22,59.1,9,35,44,27,8,4,11,16,8
1083,ORL,ORL @ MIA,03/11/2021,,L,240,103,39,96,40.6,12,34,35.3,13,15,86.7,16,41,57,22,6,4,14,19,-8
1084,LAC,LAC vs. GSW,03/11/2021,,W,240,130,44,96,45.8,18,41,43.9,24,29,82.8,11,45,56,23,10,6,11,22,26
1085,GSW,GSW @ LAC,03/11/2021,,L,240,104,38,88,43.2,9,36,25.0,19,27,70.4,5,39,44,20,6,6,16,23,-26
1086,BKN,BKN vs. BOS,03/11/2021,,W,240,121,42,88,47.7,19,42,45.2,18,22,81.8,11,34,45,21,3,5,15,22,12
1087,BOS,BOS @ BKN,03/11/2021,,L,240,109,41,91,45.1,13,40,32.5,14,22,63.6,11,28,39,22,10,10,11,13,-12
1088,CHI,CHI vs. PHI,03/11/2021,,L,240,105,39,83,47.0,14,29,48.3,13,16,81.3,8,30,38,26,3,6,19,19,-22
1089,PHI,PHI @ CHI,03/11/2021,,W,240,127,53,103,51.5,10,33,30.3,11,15,73.3,13,32,45,25,11,7,11,16,22
1090,WAS,WAS @ MEM,03/10/2021,,L,240,112,38,95,40.0,11,36,30.6,25,27,92.6,6,33,39,23,9,6,9,26,-15
1091,MEM,MEM vs. WAS,03/10/2021,,W,240,127,50,99,50.5,8,23,34.8,19,29,65.5,14,46,60,31,4,6,16,26,15
1092,SAS,SAS @ DAL,03/10/2021,,L,240,104,38,83,45.8,12,28,42.9,16,20,80.0,6,24,30,18,10,2,9,19,-11
1093,DAL,DAL vs. SAS,03/10/2021,,W,240,115,43,83,51.8,13,40,32.5,16,19,84.2,13,38,51,29,3,1,15,19,11
1094,MIA,MIA @ NOP,03/04/2021,,W,240,103,36,73,49.3,10,30,33.3,21,25,84.0,5,36,41,27,6,3,11,20,10
1095,NOP,NOP vs. MIA,03/04/2021,,L,240,93,33,84,39.3,11,43,25.6,16,20,80.0,15,29,44,28,5,3,14,21,-10
1096,MIL,MIL @ MEM,03/04/2021,,W,240,112,42,95,44.2,10,34,29.4,18,22,81.8,13,39,52,21,11,5,16,19,1
1097,MEM,MEM vs. MIL,03/04/2021,,L,240,111,40,101,39.6,8,34,23.5,23,24,95.8,17,39,56,21,13,8,12,20,-1
1098,WAS,WAS vs. LAC,03/04/2021,,W,240,119,40,88,45.5,9,23,39.1,30,42,71.4,11,30,41,20,12,3,9,24,2
1099,LAC,LAC @ WAS,03/04/2021,,L,240,117,38,82,46.3,16,35,45.7,25,27,92.6,10,35,45,24,4,4,19,31,-2
1100,IND,IND vs. DEN,03/04/2021,,L,240,103,41,90,45.6,14,39,35.9,7,12,58.3,11,23,34,27,12,3,15,17,-10
1101,DEN,DEN @ IND,03/04/2021,,W,240,113,45,77,58.4,12,28,42.9,11,16,68.8,6,35,41,27,6,5,19,13,10
1102,SAC,SAC @ POR,03/04/2021,,L,240,119,49,103,47.6,11,29,37.9,10,16,62.5,18,33,51,25,3,3,7,19,-4
1103,POR,POR vs. SAC,03/04/2021,,W,240,123,42,88,47.7,15,38,39.5,24,25,96.0,9,32,41,20,6,7,9,14,4
1104,BOS,BOS vs. TOR,03/04/2021,,W,240,132,45,74,60.8,13,29,44.8,29,40,72.5,9,30,39,25,6,7,16,20,7
1105,TOR,TOR @ BOS,03/04/2021,,L,240,125,45,91,49.5,21,50,42.0,14,17,82.4,8,20,28,36,6,1,14,25,-7
1106,PHX,PHX vs. GSW,03/04/2021,,W,240,120,49,96,51.0,12,30,40.0,10,13,76.9,12,40,52,31,8,4,16,16,22
1107,GSW,GSW @ PHX,03/04/2021,,L,240,98,38,88,43.2,12,35,34.3,10,16,62.5,9,31,40,22,9,4,17,11,-22
1108,DET,DET @ NYK,03/04/2021,,L,240,104,39,80,48.8,14,36,38.9,12,15,80.0,6,23,29,23,6,2,13,13,-10
1109,NYK,NYK vs. DET,03/04/2021,,W,240,114,45,83,54.2,9,27,33.3,15,19,78.9,12,35,47,25,10,4,13,13,10
1110,SAS,SAS vs. OKC,03/04/2021,,L,240,102,40,85,47.1,10,31,32.3,12,12,100,6,40,46,23,9,5,19,24,-5
1111,OKC,OKC @ SAS,03/04/2021,,W,240,107,37,85,43.5,12,40,30.0,21,26,80.8,9,36,45,20,9,4,17,16,5
1112,NOP,NOP vs. CHI,03/03/2021,,L,240,124,46,83,55.4,6,22,27.3,26,38,68.4,7,28,35,29,10,6,11,19,-4
1113,CHI,CHI @ NOP,03/03/2021,,W,240,128,48,94,51.1,12,28,42.9,20,22,90.9,13,32,45,28,6,8,16,21,4
1114,DET,DET @ TOR,03/03/2021,,W,240,129,48,91,52.7,20,41,48.8,13,21,61.9,12,37,49,39,11,4,14,28,24
1115,TOR,TOR vs. DET,03/03/2021,,L,240,105,34,77,44.2,12,36,33.3,25,30,83.3,7,27,34,17,6,5,14,20,-24
1116,MIN,MIN vs. CHA,03/03/2021,,L,240,102,39,96,40.6,9,40,22.5,15,18,83.3,12,33,45,25,11,2,21,18,-33
1117,CHA,CHA @ MIN,03/03/2021,,W,240,135,51,98,52.0,17,39,43.6,16,21,76.2,13,41,54,33,14,7,17,18,33
1118,SAC,SAC vs. LAL,03/03/2021,,W,240,123,48,80,60.0,12,25,48.0,15,19,78.9,6,24,30,32,5,1,14,19,3
1119,LAL,LAL @ SAC,03/03/2021,,L,240,120,49,93,52.7,12,27,44.4,10,14,71.4,15,26,41,27,7,3,12,19,-3
1120,DAL,DAL vs. OKC,03/03/2021,,W,240,87,32,83,38.6,8,40,20.0,15,19,78.9,7,46,53,18,8,3,15,13,9
1121,OKC,OKC @ DAL,03/03/2021,,L,240,78,29,87,33.3,9,39,23.1,11,17,64.7,8,37,45,13,6,4,13,20,-9
1122,POR,POR vs. GSW,03/03/2021,,W,240,108,36,86,41.9,14,49,28.6,22,26,84.6,8,39,47,15,5,4,10,16,2
1123,GSW,GSW @ POR,03/03/2021,,L,240,106,41,97,42.3,15,42,35.7,9,14,64.3,17,37,54,27,8,1,11,24,-2
1124,CLE,CLE vs. IND,03/03/2021,,L,240,111,43,83,51.8,11,28,39.3,14,15,93.3,11,32,43,29,8,1,26,18,-3
1125,IND,IND @ CLE,03/03/2021,,W,240,114,47,83,56.6,8,25,32.0,12,16,75.0,4,23,27,27,18,8,14,16,3
1126,HOU,HOU vs. BKN,03/03/2021,,L,240,114,38,91,41.8,18,43,41.9,20,28,71.4,12,25,37,24,10,5,9,18,-18
1127,BKN,BKN @ HOU,03/03/2021,,W,240,132,49,85,57.6,17,35,48.6,17,24,70.8,10,43,53,33,5,1,15,24,18
1128,ATL,ATL @ ORL,03/03/2021,,W,240,115,38,85,44.7,21,45,46.7,18,19,94.7,6,36,42,26,7,5,12,25,3
1129,ORL,ORL vs. ATL,03/03/2021,,L,240,112,36,84,42.9,13,35,37.1,27,27,100,10,36,46,24,6,5,10,15,-3
1130,PHI,PHI vs. UTA,03/03/2021,,W,265,131,48,93,51.6,8,25,32.0,27,35,77.1,8,42,50,22,9,6,11,17,8
1131,UTA,UTA @ PHI,03/03/2021,,L,265,123,44,100,44.0,21,44,47.7,14,19,73.7,12,40,52,22,7,1,16,24,-8
1132,WAS,WAS vs. MEM,03/02/2021,,L,240,111,41,81,50.6,11,31,35.5,18,25,72.0,4,33,37,29,8,3,22,20,-14
1133,MEM,MEM @ WAS,03/02/2021,,W,240,125,47,95,49.5,13,29,44.8,18,23,78.3,9,35,44,26,15,1,13,21,14
1134,MIL,MIL vs. DEN,03/02/2021,,L,240,97,32,79,40.5,11,40,27.5,22,31,71.0,11,29,40,22,4,4,13,18,-31
1135,DEN,DEN @ MIL,03/02/2021,,W,240,128,53,95,55.8,11,30,36.7,11,12,91.7,9,36,45,28,10,3,10,19,31
1136,MIA,MIA vs. ATL,03/02/2021,,L,240,80,28,75,37.3,9,33,27.3,15,22,68.2,5,21,26,15,16,4,9,13,-14
1137,ATL,ATL @ MIA,03/02/2021,,W,240,94,34,71,47.9,13,36,36.1,13,15,86.7,11,36,47,26,5,2,23,18,14
1138,BOS,BOS vs. LAC,03/02/2021,,W,240,117,42,86,48.8,16,32,50.0,17,23,73.9,14,29,43,25,6,4,9,12,5
1139,LAC,LAC @ BOS,03/02/2021,,L,240,112,43,87,49.4,18,38,47.4,8,9,88.9,10,25,35,28,3,5,9,19,-5
1140,PHX,PHX @ LAL,03/02/2021,,W,240,114,38,77,49.4,16,29,55.2,22,25,88.0,5,30,35,30,5,7,14,16,10
1141,LAL,LAL vs. PHX,03/02/2021,,L,240,104,40,79,50.6,11,31,35.5,13,17,76.5,5,29,34,18,6,8,12,23,-10
1142,NYK,NYK @ SAS,03/02/2021,,L,240,93,33,81,40.7,15,36,41.7,12,15,80.0,9,32,41,18,2,5,16,16,-26
1143,SAS,SAS vs. NYK,03/02/2021,,W,240,119,43,89,48.3,18,42,42.9,15,21,71.4,9,36,45,31,12,4,9,14,26
1144,NOP,NOP vs. UTA,03/01/2021,,W,240,129,52,92,56.5,7,11,63.6,18,23,78.3,10,43,53,27,5,5,13,15,5
1145,UTA,UTA @ NOP,03/01/2021,,L,240,124,46,101,45.5,17,43,39.5,15,18,83.3,11,28,39,26,11,7,9,22,-5
1146,CHA,CHA @ POR,03/01/2021,,L,240,111,43,88,48.9,15,34,44.1,10,17,58.8,11,26,37,25,12,5,16,16,-12
1147,POR,POR vs. CHA,03/01/2021,,W,240,123,46,86,53.5,24,46,52.2,7,10,70.0,8,30,38,26,12,7,17,15,12
1148,CLE,CLE @ HOU,03/01/2021,,W,240,101,36,73,49.3,10,30,33.3,19,24,79.2,6,42,48,23,7,6,21,18,11
1149,HOU,HOU vs. CLE,03/01/2021,,L,240,90,31,76,40.8,10,31,32.3,18,24,75.0,4,26,30,13,13,4,14,18,-11
1150,DAL,DAL @ ORL,03/01/2021,,W,240,130,47,90,52.2,17,46,37.0,19,23,82.6,7,39,46,29,6,6,8,12,6
1151,ORL,ORL vs. DAL,03/01/2021,,L,240,124,47,95,49.5,20,41,48.8,10,14,71.4,6,35,41,25,5,1,8,17,-6
1152,DEN,DEN @ CHI,03/01/2021,,W,240,118,46,87,52.9,10,27,37.0,16,20,80.0,9,41,50,22,4,6,13,18,6
1153,CHI,CHI vs. DEN,03/01/2021,,L,240,112,42,94,44.7,12,38,31.6,16,22,72.7,14,30,44,25,7,3,10,18,-6
1154,SAS,SAS vs. BKN,03/01/2021,,L,265,113,44,97,45.4,15,35,42.9,10,15,66.7,9,39,48,30,2,3,9,16,-11
1155,BKN,BKN @ SAS,03/01/2021,,W,265,124,47,100,47.0,17,41,41.5,13,17,76.5,13,38,51,35,6,8,5,13,11
1156,PHI,PHI vs. IND,03/01/2021,,W,240,130,50,88,56.8,15,35,42.9,15,16,93.8,6,33,39,27,10,6,19,19,16
1157,IND,IND @ PHI,03/01/2021,,L,240,114,44,91,48.4,8,29,27.6,18,21,85.7,8,26,34,27,8,1,19,19,-16
1158,MIN,MIN vs. PHX,02/28/2021,,L,240,99,35,93,37.6,8,35,22.9,21,24,87.5,10,34,44,21,12,4,16,22,-19
1159,PHX,PHX @ MIN,02/28/2021,,W,240,118,44,89,49.4,7,27,25.9,23,24,95.8,8,39,47,27,7,5,16,18,19
1160,SAC,SAC vs. CHA,02/28/2021,,L,240,126,50,92,54.3,16,36,44.4,10,17,58.8,9,24,33,32,6,2,10,19,-1
1161,CHA,CHA @ SAC,02/28/2021,,W,240,127,45,83,54.2,11,30,36.7,26,27,96.3,7,30,37,30,3,6,16,20,1
1162,MIL,MIL vs. LAC,02/28/2021,,W,240,105,38,85,44.7,12,38,31.6,17,22,77.3,8,40,48,21,7,5,12,11,5
1163,LAC,LAC @ MIL,02/28/2021,,L,240,100,40,97,41.2,14,44,31.8,6,7,85.7,13,36,49,20,7,3,10,19,-5
1164,DET,DET vs. NYK,02/28/2021,,L,240,90,28,72,38.9,9,32,28.1,25,31,80.6,7,33,40,16,8,4,16,15,-19
1165,NYK,NYK @ DET,02/28/2021,,W,240,109,44,86,51.2,13,26,50.0,8,10,80.0,6,35,41,23,9,7,12,23,19
1166,MIA,MIA vs. ATL,02/28/2021,,W,240,109,39,86,45.3,11,37,29.7,20,22,90.9,12,33,45,27,8,6,14,20,10
